Channel,imaqtpie,Reckful,RatedEpicz,LIRIK,Nightblue3,nl_Kripp,Meteos,sneakylol,Doublelift,Amaz,IzakOOO,SilverName,Castro_1021,TimTheTatman,YoDa,CohhCarnage,hanryang1125,Dyrus
Language,English,English,English,English,English,English,English,English,English,English,Polish,Russian,English,English,Portuguese,English,Korean,English
2020-04-06,4488,17684,28312,170657,55964,72780,0,77527,34789,16512,29775,76929,45665,237821,192242,129905,0,1940
2020-04-07,123693,0,52108,195060,43225,166297,0,68907,16423,19632,331027,81440,119614,1228080,125721,60555,126932,10103
2020-04-08,127005,0,11761,196181,28208,130731,0,66063,0,0,327740,59071,95092,714714,126571,81421,174258,5710
2020-04-09,190493,0,19431,0,83366,94092,0,37141,0,10143,604064,72854,78000,826475,121700,48618,181286,25150
2020-04-10,189535,0,19984,222743,48211,78334,0,49182,0,11700,576885,61262,118180,863232,96514,197658,119684,23851
2020-04-11,169252,0,11971,214199,67766,96602,0,32990,0,10360,550634,71489,90045,0,0,170639,110766,8520
2020-04-12,160502,0,11843,162743,45307,80826,0,35368,0,0,134799,81966,105524,0,12602,141105,140941,13257
2020-04-13,101199,0,31934,152479,58071,97064,0,79958,0,10523,156048,79339,0,544823,170757,149637,2916,5209
2020-04-14,100932,0,30755,118400,63062,58034,0,29997,3780,7088,198086,0,105400,779152,129386,110601,113788,7670
2020-04-15,87649,0,36711,124529,51507,64471,0,49632,34863,10779,324742,0,111451,402515,14288,116887,119995,20802
2020-04-16,91159,0,28492,0,51605,62104,0,79845,29794,16416,214056,35113,142545,360984,282013,139332,94931,31060
2020-04-17,89352,0,12349,128597,84796,58383,0,45023,42092,11787,158123,0,85490,261279,75204,72738,118633,42108
2020-04-18,26429,0,26691,156392,56577,67502,0,78334,31206,0,73810,0,77065,0,0,132722,153207,57668
2020-04-19,60390,0,45873,177738,56139,50585,0,38340,0,0,67978,0,38278,0,0,126417,147803,33454
2020-04-20,71105,0,33888,223747,20044,65945,0,89080,9875,12835,45164,92673,0,255559,0,134412,0,18090
2020-04-21,33651,0,27123,228878,45518,148839,0,49412,25822,7506,56942,67452,0,159629,0,71888,0,33096
2020-04-22,32344,0,21988,214091,71249,56622,0,46306,0,12590,39497,5114,70307,204570,0,113468,106971,28816
2020-04-23,36204,0,18520,0,80126,126014,0,67780,0,14543,24156,32684,59909,140437,0,68173,164786,7572
2020-04-24,3647,0,6597,246526,68806,87873,0,76628,0,1474,0,51415,258566,104551,0,114671,129364,18227
2020-04-25,38830,0,17892,242891,69910,61622,0,56205,0,1870,0,50121,147268,0,51462,41767,120479,7283
2020-04-26,32475,0,47653,209280,59058,49438,0,0,138441,0,37224,28234,0,0,40323,34778,124056,11903
2020-04-27,27661,0,27385,246582,55153,76389,0,68508,81519,11902,39080,0,96093,214163,145771,79170,130265,23706
2020-04-28,10148,0,25827,184746,30121,83947,0,35924,37052,10601,44405,17225,123681,122321,137412,85942,100938,17870
2020-04-29,11108,0,6169,189748,67548,98527,0,41265,64137,17506,62936,0,93019,209466,104301,89452,0,10057
2020-04-30,8910,0,22295,0,80948,86340,0,56174,0,16332,33821,29089,148944,283180,62249,127632,115373,291
2020-05-01,0,0,23009,0,53172,78083,0,27957,6449,11893,546,17320,251393,277222,97968,131542,118106,8024
2020-05-02,18383,13444,22488,173132,58954,79879,0,57749,66716,0,24336,71132,161609,0,26847,119736,135154,11194
2020-05-03,10290,0,27944,188498,75033,66649,0,56870,0,0,58238,64410,169243,0,12486,67603,111233,23377
2020-05-04,24749,0,32936,172930,56505,112530,0,44626,42083,0,35591,0,0,159743,88005,104967,98934,19943
2020-05-05,23746,0,28177,119254,32241,88894,0,39839,29546,11564,35594,72871,162786,132358,0,82012,0,13110
2020-05-06,11118,0,33712,183338,37708,74378,0,69329,0,9829,32753,68588,145194,147140,0,95398,102621,10619
2020-05-07,26473,0,22148,48845,66805,72007,0,51837,0,7025,37516,78584,167609,179998,0,97965,100770,8921
2020-05-08,5841,0,9924,158075,48640,71997,0,57525,23585,9877,123,63142,213496,244197,0,83271,0,7117
2020-05-09,37488,0,27897,241134,49047,73963,0,28818,12325,0,27438,0,139519,0,0,94019,126186,15199
2020-05-10,48827,0,51256,230766,29005,56301,0,87253,0,0,20798,70039,145663,0,0,36254,130281,4973
2020-05-11,34839,0,38932,162159,67992,86167,0,0,58407,10568,31041,42891,0,212585,0,87268,178676,17800
2020-05-12,25076,0,23708,142445,75623,164462,0,52536,0,9375,19916,78849,178587,159025,0,108085,128135,33576
2020-05-13,8999,0,45063,173702,51462,137464,0,73515,0,13965,29792,79527,115974,187689,0,86742,16756,518
2020-05-14,34797,0,27096,0,48090,90095,0,78294,0,11423,31826,59288,157545,174420,123630,52122,111957,13529
2020-05-15,0,0,68704,216635,74527,55966,0,56714,0,14323,0,68134,169501,214900,128219,108621,118097,0
2020-05-16,28415,56327,23741,200726,63351,83739,0,52239,0,0,16294,0,121286,0,204970,132221,114520,22972
2020-05-17,23804,56681,54058,426955,50373,50452,0,38153,0,0,19057,95635,0,0,166643,169391,117048,14544
2020-05-18,12533,538,32605,265116,37448,85150,0,88570,0,12608,22263,93211,173714,127524,251023,154283,124249,5019
2020-05-19,25969,0,32606,160080,12490,79236,0,65971,0,7696,11840,98412,101780,154767,136382,90900,109610,13882
2020-05-20,6916,0,17393,147327,63055,50765,0,48705,0,11797,24394,66711,68979,215377,0,132415,118319,3455
2020-05-21,36358,0,33259,0,46603,77498,0,25577,0,16321,13851,69276,140873,238902,152328,126023,101428,13512
2020-05-22,9253,0,38150,202654,74987,77380,0,69312,0,3089,0,32514,192214,0,209200,122179,0,14519
2020-05-23,57655,0,30078,183000,74370,73430,0,65172,0,0,13290,67186,131796,0,76994,141233,157921,2123
2020-05-24,41574,0,59697,218850,70889,56661,0,77757,0,0,13910,46082,0,0,50908,150080,120007,3610
2020-05-25,10473,0,32491,176933,37653,77246,0,0,0,10822,13994,46586,145204,134534,82674,68941,100700,0
2020-05-26,7420,0,25714,196151,19368,65387,0,60143,0,0,29534,0,98683,138031,109380,154487,120808,1240
2020-05-27,22602,0,24971,164760,72632,56833,0,43909,0,14260,8186,0,110574,176413,12797,113791,110077,3758
2020-05-28,15628,0,21870,0,49712,73667,0,25761,0,7160,14203,86336,116337,169139,52720,81893,0,11620
2020-05-29,0,41230,2741,200386,97479,40211,0,74863,29541,9027,0,91750,213406,188974,132988,98418,94173,23757
2020-05-30,52042,60333,29523,188209,122377,68497,0,56013,35453,0,14730,37083,161091,0,95101,64663,113458,612
2020-05-31,7672,38881,50003,200852,106946,76317,0,107000,0,0,25543,65545,0,0,26434,121308,0,22839
2020-06-01,19660,18035,34101,172109,71226,64122,0,78656,0,12731,27602,78893,154796,199399,147221,90803,0,15240
2020-06-02,8658,13287,29900,0,59060,69435,0,58940,0,10062,16756,134415,0,0,0,104626,0,11543
2020-06-03,20249,39162,24904,136777,90835,57042,0,31028,0,15763,10291,0,183844,181482,42877,97622,137132,18151
2020-06-04,15894,4256,23608,0,79599,57866,0,65882,0,0,27092,78843,174942,165564,146238,76019,139477,11240
2020-06-05,1955,0,7507,180820,22221,51949,0,72321,0,13000,11646,78472,209565,156725,111607,98849,133843,7417
2020-06-06,51273,0,36125,143778,45480,52462,0,49050,0,0,16286,0,149060,0,88401,41098,138544,2048
2020-06-07,19314,0,37834,202258,5707,40572,0,57915,0,0,13313,0,0,0,53244,82560,159371,13742
2020-06-08,35127,0,10964,182800,5180,62580,0,74699,0,12446,14452,47371,121223,188788,128361,127997,134179,7252
2020-06-09,13559,0,37367,141480,49856,175336,0,24112,0,14448,16311,117723,146720,191520,108183,118410,100763,0
2020-06-10,12645,0,43638,156981,52583,138016,0,33057,0,14646,28488,76802,74805,214020,126780,99756,89479,5640
2020-06-11,21819,0,32021,174311,39343,95149,0,0,13502,11940,19203,93330,213876,259391,135593,94992,68989,5272
2020-06-12,6071,0,7455,168303,35288,80635,0,55507,0,14459,0,94490,92550,175152,129000,92392,0,9521
2020-06-13,14201,0,58009,196624,8712,71516,0,45583,0,0,0,124585,109157,0,16119,129726,0,9631
2020-06-14,13302,0,44841,207277,16124,48723,0,81458,0,0,9342,91538,0,0,106798,102258,131437,7068
2020-06-15,14344,0,40060,169578,9414,44276,0,61776,0,13837,13848,126735,0,311127,140661,46048,118422,2047
2020-06-16,8491,0,36264,151821,18895,53266,0,61633,0,11487,23874,112171,77840,168333,91498,133191,103081,3613
2020-06-17,16437,0,23316,174811,31182,70103,0,62792,0,11454,9703,2227,78762,307860,115710,111543,90039,9562
2020-06-18,22723,0,21601,33430,25787,72905,0,40361,0,13345,18154,118362,218651,201834,155477,254480,130817,5521
2020-06-19,0,0,21323,196718,20209,92677,0,14736,0,11843,0,93520,97265,106278,47093,162437,142103,2586
2020-06-20,13632,0,15082,198295,12277,49414,0,18780,0,0,25690,77518,95224,0,192664,146737,102919,0
2020-06-21,13937,0,44321,216392,5048,32605,0,45347,26955,0,19922,79472,0,0,2511,129581,189710,6812
2020-06-22,22169,0,12495,197718,19159,82119,0,53834,60138,9287,10306,44461,63961,149628,165196,100551,135417,11860
2020-06-23,16974,0,23758,143465,27927,138826,0,49956,0,0,8709,0,67804,307872,136721,122422,0,11351
2020-06-24,13827,0,31855,137182,18257,65924,0,58401,0,10676,17690,0,0,160368,101433,169496,0,8001
2020-06-25,20218,0,26935,95554,30730,59514,0,53352,0,8206,7777,56793,66085,167943,84352,160792,91749,7523
2020-06-26,7002,0,22027,161377,47741,53714,0,60812,0,9124,0,60600,60120,232153,0,95633,111208,6578
2020-06-27,9934,0,28303,161377,27665,59898,0,40095,0,0,13888,0,61286,180630,0,131950,139028,8613
2020-06-28,15978,0,58377,186278,33030,48141,0,74912,0,0,6460,0,0,0,122650,60166,131565,3659
2020-06-29,11388,0,35954,104003,30808,60084,0,59024,32057,11760,0,0,0,266494,16274,58092,103940,7720
2020-06-30,7554,0,48437,141123,28767,75371,0,55658,0,8134,0,0,28437,298928,0,55719,0,4856
2020-07-01,3856,0,34909,149669,6063,49206,0,51543,0,9063,14956,0,32098,328024,0,97086,0,6199
2020-07-02,23368,0,45733,148813,0,53766,0,20346,0,7642,35433,0,44117,71514,0,57889,148104,5157
2020-07-03,8956,0,24192,191404,20633,50650,0,0,0,0,0,41715,47054,0,0,118492,129600,9778
2020-07-04,14641,0,36101,0,28836,62287,0,74453,0,0,8781,57124,0,0,0,109348,147675,5212
2020-07-05,15110,0,50851,0,35065,47802,0,65787,0,0,11766,0,0,0,75759,114345,129456,1332
2020-07-06,48691,0,26135,195863,8005,67789,0,68079,0,13290,10790,61601,60912,272324,112912,88187,135759,14993
2020-07-07,14387,0,33867,194528,27153,58480,0,60271,0,4953,12745,90009,59273,255187,34411,70967,0,5471
2020-07-08,22593,0,30057,161355,38110,54946,0,38928,0,9776,16864,57114,42129,256306,137842,92482,108815,11403
2020-07-09,14997,0,17472,0,27360,52346,0,55309,15782,8174,9566,92483,50261,341269,99720,62600,112190,21636
2020-07-10,4851,0,53879,128944,33736,64682,0,62605,0,9217,0,119383,41679,285965,9778,68451,121418,14162
2020-07-11,10653,0,35866,186454,16598,62124,0,11012,0,0,12216,42982,0,0,123722,129922,129609,1262
2020-07-12,9426,0,64187,235697,19141,49308,0,30891,0,0,13009,96474,0,0,116246,74297,149900,5080
2020-07-13,26048,0,17111,165106,11354,58246,0,34158,0,10706,16323,104250,42909,286433,143480,110757,93383,5476
2020-07-14,24348,0,8370,145593,19714,65307,0,35691,0,8848,14158,38683,31461,226033,100882,115103,107833,12244
2020-07-15,14881,0,45257,122750,40592,113857,0,54992,0,11164,12441,0,0,350095,0,129574,0,11081
2020-07-16,13069,0,37634,0,39882,82962,0,36466,37135,14053,14488,44603,35806,340642,0,167737,156589,19258
2020-07-17,36303,0,48076,184741,37396,73817,0,34155,0,10077,0,60416,0,252708,111969,154501,159382,13293
2020-07-18,10264,0,33350,155817,35899,62566,0,15654,0,0,8393,99356,32259,0,95452,138647,104676,38042
2020-07-19,16724,0,44407,152381,34511,51362,0,42446,0,0,1372,111262,0,0,106582,136595,107528,26204
2020-07-20,29679,0,46807,184575,21860,68228,0,53008,0,9542,14400,82961,50850,224313,79469,83873,145632,25016
2020-07-21,12293,0,21280,139544,29285,77765,0,46471,0,8195,11822,66857,106775,244818,84975,93569,93567,9398
2020-07-22,14881,0,15791,66786,42834,63344,0,55206,0,9551,12004,45748,39181,422489,83951,91734,0,3367
2020-07-23,26486,0,42317,88582,34388,60961,0,65997,0,6593,10542,0,55012,170188,0,131440,0,7998
2020-07-24,18408,0,29146,243547,43486,56477,0,51028,27497,10723,0,0,0,54894,0,67415,143796,7142
2020-07-25,9751,0,14958,236647,43471,47432,0,59717,0,0,10313,15910,51843,173501,103245,130498,113800,0
2020-07-26,0,0,43989,197197,44310,44408,0,80329,0,0,3808,697,0,0,138214,76987,162517,18234
2020-07-27,1330,0,42149,0,34749,54142,0,66893,0,8731,13943,52655,0,277045,125171,123426,164055,10950
2020-07-28,13735,0,27657,258776,20981,70167,0,95260,0,11841,10795,83141,0,254777,15022,78267,125189,0
2020-07-29,16308,0,29762,157208,51365,52127,0,76972,0,8344,7724,94892,50710,247935,156642,172605,0,9947
2020-07-30,3229,0,22116,0,33726,104904,0,84128,0,10885,7281,78632,42353,224626,101146,112515,139089,16075
2020-07-31,0,0,25106,192620,72018,119454,0,71975,0,15017,0,83419,34266,326210,144596,138101,127070,10151
2020-08-01,4597,0,33305,180818,20819,70394,5449,28356,0,0,5688,70694,0,111955,103161,165691,149113,0
2020-08-02,16098,0,48126,212460,0,46095,7835,107353,0,0,2620,87156,0,0,12863,98938,144435,1428
2020-08-03,27646,0,24746,196380,24034,52051,391,58569,0,8868,13094,62373,34290,225763,178255,72007,161466,8383
2020-08-04,7297,0,18574,189964,72850,62364,0,59428,0,11143,18184,85753,35929,267421,130466,135949,105725,10209
2020-08-05,8788,0,38042,197706,22844,48237,0,46674,0,9610,28071,80713,44468,490031,134539,161368,0,3488
2020-08-06,8671,0,32672,0,41004,138415,0,72359,0,11076,21257,173790,61805,275719,0,123497,0,9007
2020-08-07,17407,0,35198,56142,50670,99918,0,75120,29805,9561,0,33147,66978,226709,35473,132573,148430,4071
2020-08-08,9553,0,25945,0,26876,62040,5174,60300,0,0,9330,92808,34418,0,180640,122369,82249,14121
2020-08-09,3299,0,65726,207621,0,66626,5204,86275,0,0,12214,141840,0,0,141429,113829,140654,0
2020-08-10,13075,0,36671,222686,27568,71037,1782,89729,0,9560,11215,46660,70920,315772,12504,69780,135714,0
2020-08-11,17654,0,25326,187474,40353,71029,0,84727,0,9657,13799,19148,42546,317160,163257,125564,136969,21412
2020-08-12,19700,0,14287,151842,48015,53233,0,84827,0,10876,20807,64222,46899,311327,71365,112785,151275,51332
2020-08-13,6830,0,37544,0,27967,32056,4143,79195,0,13801,9561,55494,48155,375043,195540,116488,110956,0
2020-08-14,18291,0,29356,213906,35221,51164,4860,77162,0,7885,0,89618,42973,244601,181451,92571,0,19635
2020-08-15,12490,0,34585,197138,17873,39821,1912,76586,0,0,5888,144783,28115,0,0,121900,156962,2042
2020-08-16,6646,0,52873,211013,0,40581,0,92841,0,0,6374,60573,0,0,0,103267,196012,1775
2020-08-17,14914,0,26087,186028,26694,48243,0,74811,0,11198,11427,0,39337,585672,114707,85641,303894,116
2020-08-18,13843,0,11151,222950,46343,49014,0,338,0,9076,10252,0,44270,483154,5404,150189,138096,19406
2020-08-19,31011,0,29080,141158,51096,94491,0,65203,0,11615,9615,0,29894,1169785,144285,79530,109319,7217
2020-08-20,9635,0,29348,0,50632,55739,4932,113058,0,10484,11300,33413,39341,525764,0,114940,0,7334
2020-08-21,14079,0,40074,144002,45647,59633,5888,75453,0,9809,0,124638,36357,0,120665,129113,141576,3693
2020-08-22,23243,0,12196,165576,27557,56664,4961,80111,0,0,6331,66847,9371,0,10509,87821,157083,19119
2020-08-23,6181,0,55476,196950,0,54875,8687,103184,0,0,0,41068,34569,0,184497,59287,167580,3605
2020-08-24,18219,0,27983,195994,21020,60569,1924,61737,8238,12008,3957,0,0,0,0,97706,125608,5385
2020-08-25,27805,0,35612,241717,48626,97843,0,95375,62080,6768,6867,39219,39180,345172,307232,125666,128884,7549
2020-08-26,16998,0,33907,170903,43322,43133,0,62815,0,12868,11807,41632,35351,508380,224514,97384,0,7452
2020-08-27,26838,0,50923,77480,56368,40536,0,55259,0,13582,8174,43286,32667,427187,119863,189520,0,8243
2020-08-28,2660,0,29989,207436,48726,51802,0,67736,0,0,0,0,73639,390989,185352,175086,178866,21384
2020-08-29,0,0,40337,159918,34870,54618,8394,119741,0,0,5424,81762,11769,0,38004,127577,176037,11139
2020-08-30,0,0,39601,199658,21971,57330,12188,149025,0,0,8203,87075,0,0,89104,143363,158633,8554
2020-08-31,0,0,43304,50097,44417,61520,3933,99952,77821,16097,11308,69320,30811,273938,20763,117012,166670,0
2020-09-01,8104,0,17045,228114,19414,38979,0,95076,79396,6890,9943,0,30206,384796,77518,76230,159079,5790
2020-09-02,38770,0,14949,126914,35765,35850,0,68979,0,5746,12775,45481,39594,351370,86644,99809,151071,5880
2020-09-03,24228,0,34946,0,47993,52322,0,71819,0,8253,0,36077,0,257688,5825,85011,160912,13793
2020-09-04,5713,0,35397,120033,68176,53147,0,78513,0,5077,1223,0,72830,243719,57932,140129,156246,7694
2020-09-05,12810,0,36829,134503,61467,53578,6833,102904,0,0,15069,71624,45223,99290,116386,120720,164978,3833
2020-09-06,14885,0,42027,179636,50386,72241,11720,136084,0,0,7634,62413,0,0,0,46133,0,3192
2020-09-07,16646,0,35246,151044,23074,45656,5684,52242,0,6069,13799,54631,0,196633,0,104769,0,5622
2020-09-08,16176,0,21331,151467,15660,138928,0,86846,0,3883,11366,114691,0,208521,96443,131349,0,0
2020-09-09,22278,0,17767,135865,32640,101265,0,76140,0,8666,21730,68060,45756,440739,80015,102304,0,10341
2020-09-10,20283,0,3620,54455,86206,124180,0,0,0,7505,18504,97368,56577,280320,102495,64722,0,7993
2020-09-11,15501,0,30965,175831,36099,67560,0,74613,0,15388,12416,61498,44690,234362,154959,149919,0,7666
2020-09-12,32630,0,25757,212014,46648,56601,0,65758,0,0,0,0,0,0,110613,145909,0,10005
2020-09-13,16588,0,44077,262770,58662,63621,0,69988,0,0,13681,66999,0,0,85769,148989,199227,0
2020-09-14,23858,0,24290,197779,43453,39096,0,70982,0,6091,27419,105561,0,224317,61895,118346,160982,5423
2020-09-15,7267,0,28734,181188,21123,61073,0,62730,0,14671,22075,99531,0,172953,0,127607,267078,1489
2020-09-16,15438,0,19467,229916,49444,42675,0,56080,0,6292,19589,58441,0,135118,29292,127251,213517,1042
2020-09-17,11475,0,19381,0,32657,43202,0,49905,0,8440,18070,80519,0,247102,1932,63090,215639,7470
2020-09-18,5441,0,7412,144307,36017,45305,0,70472,0,9887,6285,66586,0,302738,50313,114842,141209,127
2020-09-19,12184,0,30691,154508,66816,20685,0,31752,0,0,0,78813,0,0,20240,88755,161804,4858
2020-09-20,11521,0,29629,191450,75691,53561,0,78163,0,0,0,7171,51976,0,122567,142206,170557,7020
2020-09-21,19442,0,31427,167875,12470,35384,0,56507,0,5044,18255,109759,45503,185730,150942,71629,185369,16312
2020-09-22,13897,0,34244,142333,35297,28283,0,94632,0,4458,30884,117802,27837,192885,103413,128311,0,15490
2020-09-23,15824,0,30051,127932,43956,34447,0,73583,0,4919,18197,58612,63280,187089,121214,99818,184476,0
2020-09-24,14435,0,6008,0,26442,56974,0,72410,0,4159,29968,83686,50403,140887,73997,49909,119167,22518
2020-09-25,808,0,18895,207029,34788,42154,1742,77561,0,7106,0,73162,45757,224994,114346,153762,147134,0
2020-09-26,0,0,38504,195695,50834,46923,5141,47377,0,990,0,26357,35828,0,76912,111944,146213,0
2020-09-27,0,0,51802,193002,59946,43360,3875,40593,0,0,0,0,0,0,0,105039,182014,8688
2020-09-28,7627,0,40933,168243,55658,37988,2088,36673,0,5178,0,88033,52211,194338,120369,94871,185087,13859
2020-09-29,8532,0,35676,159379,4170,129252,2819,41254,0,6434,0,132237,548445,362000,102754,94883,113828,14283
2020-09-30,0,0,24489,148109,24022,90816,2318,39509,0,1871,0,192462,411846,233124,104736,82637,0,12988
2020-10-01,19290,0,16615,0,51190,65908,0,66532,0,3128,0,106905,287133,0,104158,67716,0,23654
2020-10-02,38253,0,32704,162555,33727,55217,10065,43370,0,3439,0,193500,275118,180052,1506,134163,0,25347
2020-10-03,55100,0,43645,203083,22713,45747,4653,41300,0,0,16441,0,312123,103035,220902,114656,110784,15900
2020-10-04,60492,0,45621,236519,0,48702,4858,35861,0,0,11542,76133,0,55187,65999,125138,145870,7138
2020-10-05,82556,0,44392,188699,28148,52717,2683,38109,0,3776,12176,86241,233388,193470,46034,93498,151215,16288
2020-10-06,38623,0,35283,165474,31111,43712,3858,41887,0,3806,14834,114203,215925,203002,153546,218523,110484,33777
2020-10-07,25525,0,20977,184015,37729,54658,10553,0,0,2384,21404,0,215464,192878,115466,132093,118733,38337
2020-10-08,24247,0,22634,0,32397,44882,2970,61926,0,4738,16228,93297,200694,286313,96869,78522,107326,18968
2020-10-09,35404,0,36706,182028,34796,37504,2856,42280,0,6388,2835,99991,243918,319740,125200,120388,0,26312
2020-10-10,45921,0,37283,151681,32999,45309,2520,38958,0,1020,14360,61142,181840,0,107053,112146,125153,0
2020-10-11,48359,0,43491,222358,22699,54818,3880,41703,0,0,0,120162,0,0,149012,131012,153379,34749
2020-10-12,39832,0,39148,197780,0,63540,0,44671,0,3373,11352,111220,111323,90427,102445,104764,133133,7824
2020-10-13,33630,0,30341,186709,19324,52907,6764,36299,0,4563,12241,81789,176742,190419,68851,125016,118725,39227
2020-10-14,39579,0,32417,114716,29627,47505,223,25194,0,3075,13587,58280,158556,258564,75092,114532,111803,21878
2020-10-15,41294,0,44562,0,8920,109593,2142,29056,0,3480,22265,42118,157116,168592,122710,89267,113197,20954
2020-10-16,26535,0,42696,158224,22576,99518,3716,28997,0,2625,0,83066,156439,0,124805,106938,0,5920
2020-10-17,44419,0,36898,159487,29548,49635,3025,29763,0,0,6384,9651,146383,0,11188,101111,130234,20753
2020-10-18,57516,0,40392,175903,45182,62699,940,22414,0,0,18627,105667,167924,0,117549,92269,145160,8197
